GRID Exact Cut ID,Easting,Northing
3213,531500,159500
3214,533500,159500
3215,533500,159500
3216,535500,159500
3217,535500,159500
3218,537500,159500
3219,539500,159500
3220,539500,159500
3221,541500,159500
3222,543500,159500
3223,545500,159500
3224,545500,159500
3225,547500,159500
3226,549500,159500
3227,529500,157500
3228,529500,157500
3229,531500,157500
3230,533500,157500
3231,533500,157500
3232,535500,157500
3233,537500,157500
3234,539500,157500
3235,541500,157500
3236,541500,157500
3237,543500,157500
3238,545500,157500
3239,545500,157500
3240,547500,157500
3241,549500,157500
3242,529500,155500
3243,531500,155500
3244,531500,155500
3245,533500,155500
3246,535500,155500
3247,537500,155500
3248,539500,155500
3249,555500,192500
3250,508500,181500
3251,554500,180500
3252,554500,180500
3253,507500,177500
3254,553500,176500
3255,553500,176500
3256,553500,174500
3257,553500,174500
3258,553500,172500
3259,553500,170500
3260,529500,182500
3261,531500,182500
3262,533500,182500
3263,533500,182500
3264,528500,180500
3265,528500,180500
3266,530500,180500
3267,530500,180500
3268,532500,180500
3269,530500,178500
3270,530500,178500
3271,532500,178500
3272,532500,178500
3273,532500,182500
3274,533500,180500
3275,533500,180500
3276,531500,178500
3277,531500,178500
3278,531500,183500
3279,531500,183500
3280,531500,181500
3281,530500,181500
3282,532500,181500
3283,529500,182500
3284,529500,182500
3285,531500,182500
3286,531500,182500
3287,533500,182500
3288,533500,182500
3289,530500,180500
3290,532500,180500
3291,530500,178500
3292,530500,178500
3293,527500,180500
3294,527500,180500
3295,531500,178500
3296,531500,178500
3297,533500,182500
3298,533500,182500
3299,528500,182500
3300,528500,182500
3301,530500,182500
3302,530500,182500
3303,532500,182500
3304,532500,182500
3305,529500,180500
3306,531500,180500
3307,531500,180500
3308,533500,180500
3309,533500,180500
3310,529500,178500
3311,529500,178500
3312,530500,179500
3313,533500,179500
3314,533500,179500
3315,528500,182500
3316,528500,182500
3317,530500,182500
3318,530500,182500
3319,532500,182500
3320,532500,182500
3321,529500,180500
3322,531500,180500
3323,533500,180500
3324,533500,180500
3325,527500,181500
3326,527500,181500
3327,531500,181500
3328,533500,181500
3329,533500,181500
3330,528500,179500
3331,528500,179500
3332,530500,179500
3333,531500,180500
3334,529500,181500
3335,531500,181500
3336,533500,181500
3337,533500,181500
3338,532500,179500
3339,532500,179500
3340,530500,183500
3341,530500,183500
3342,528500,181500
3343,528500,181500
3344,530500,181500
3345,529500,179500
3346,529500,179500
3347,531500,179500
3348,529500,181500
3349,531500,181500
3350,533500,181500
3351,531500,179500
3352,531500,179500
3353,530500,181500
3354,532500,181500
3355,532500,181500
